district,week,Latitude,Longitude,Acute Diarrhoeal Disease_proba_rf,Acute Diarrhoeal Disease_pred_rf,Acute Diarrhoeal Disease_proba_lr,Acute Diarrhoeal Disease_pred_lr,Acute Encephalitis Syndrome_proba_rf,Acute Encephalitis Syndrome_pred_rf,Acute Encephalitis Syndrome_proba_lr,Acute Encephalitis Syndrome_pred_lr,Acute Gastroenteritis_proba_rf,Acute Gastroenteritis_pred_rf,Acute Gastroenteritis_proba_lr,Acute Gastroenteritis_pred_lr,Chikungunya_proba_rf,Chikungunya_pred_rf,Chikungunya_proba_lr,Chikungunya_pred_lr,Cholera_proba_rf,Cholera_pred_rf,Cholera_proba_lr,Cholera_pred_lr,Dengue_proba_rf,Dengue_pred_rf,Dengue_proba_lr,Dengue_pred_lr,Malaria_proba_rf,Malaria_pred_rf,Malaria_proba_lr,Malaria_pred_lr,Acute Diarrhoeal Disease_alert,Acute Encephalitis Syndrome_alert,Acute Gastroenteritis_alert,Chikungunya_alert,Cholera_alert,Dengue_alert,Malaria_alert
Sindhudurg,1970-01-01 00:00:00.000000048,16.1357193,73.6522086,0.4363287003261658,1,0.5504457134953129,1,0.9876118181525305,1,0.9464290556135662,1,0.9967891910938423,1,0.9989183094967089,1,0.8839211795119534,1,0.5227017579614129,1,0.8830322235671472,1,0.7208869387611746,1,0.4644098738139029,0,0.46087270226006727,0,0.5761387236884661,1,0.5484806975141994,1,Watch,Alert,Alert,Alert,Alert,Watch,Watch
Singrauli,1970-01-01 00:00:00.000000035,24.1974432,82.6661453,0.44377440091441156,1,0.4762718791862124,0,0.974759420981646,1,0.6309127134605059,1,0.9900596459364338,1,0.9708251163517356,1,0.9700344025067135,1,0.8186836242975014,1,0.8036897687223866,1,0.48756749539023453,0,0.829960623093364,1,0.6140398408982848,1,0.5617367027712749,1,0.3281655432117948,0,Watch,Alert,Alert,Alert,Alert,Alert,Watch
Sivaganga,1970-01-01 00:00:00.000000052,9.851231,78.53047155,0.4505221133412263,1,0.5641373503250444,1,0.9970850975555872,1,0.9946825112209763,1,1.0,1,0.9985050284174082,1,0.22175421645244328,0,0.2779633252954536,0,0.8787157740737026,1,0.7254954191405489,1,0.18112330808359287,0,0.22821973072998458,0,0.9844036218768634,1,0.8342511780011207,1,Watch,Alert,Alert,Safe,Alert,Safe,Alert
Sivasagar,1970-01-01 00:00:00.000000031,26.9834936,94.6394226,0.39333110596685755,1,0.46763148566309554,0,0.08271461805152931,1,0.0006712037768959688,0,0.9895446892619888,1,0.9976900333021764,1,0.928430816511514,1,0.9944233565342881,1,0.2307766734600623,1,0.072964536841492,0,0.823032820853898,1,0.4980932170455183,0,0.7160216034947223,1,0.4961941327527371,0,Watch,Safe,Alert,Alert,Safe,Alert,Alert
Siwan,1970-01-01 00:00:00.000000035,26.1310043,84.39125661,0.37162076928120846,1,0.5570041799958321,1,0.957072168536308,1,0.7411505654089651,1,0.9841118670556809,1,0.8799243072852433,1,0.9287340915120257,1,0.7302474638887161,1,0.833133435655658,1,0.25193714574067483,0,0.5864418459763604,1,0.608896659664798,1,0.6816275901503074,1,0.5239572733391931,1,Watch,Alert,Alert,Alert,Alert,Watch,Alert
Solan,1970-01-01 00:00:00.000000036,30.92589585,77.08200509,0.3202185109669382,1,0.4605723393506599,0,0.6759259630825929,1,0.6501488919993249,1,0.9432231411578611,1,0.17733394722279322,0,0.7726354455325519,1,0.6488340475095496,1,0.8176887562804834,1,0.6167829363450907,1,0.3507687415425015,0,0.8047626445014733,1,0.9125487921027212,1,0.2121485892595588,0,Watch,Alert,Alert,Alert,Alert,Watch,Alert
Sonitpur,1970-01-01 00:00:00.000000050,26.76777075,92.70140886,0.33168095007433357,1,0.5349905113945858,1,0.921940176618737,1,0.3147722783347306,0,0.9160320406234562,1,0.9929612051187059,1,0.6796278230260846,1,0.7237909956699423,1,0.5948699306551551,1,0.09312518060419397,0,0.4580809078974957,0,0.5865517482243355,1,0.8628967891467975,1,0.8782876378099068,1,Watch,Alert,Alert,Alert,Watch,Watch,Alert
South 24 Parganas,1970-01-01 00:00:00.000000044,22.5760669,88.42006758,0.2662809024176249,0,0.5150280389198998,1,0.9665442141599453,1,1.0,1,0.9852918640970356,1,1.0,1,0.8249679346231379,1,0.9999983319369525,1,0.4680256290820491,1,0.8164902492527514,1,0.3380403118011002,0,0.9488624574063383,1,0.8955922654090058,1,0.9994531108990755,1,Safe,Alert,Alert,Alert,Watch,Watch,Alert
South Goa,1970-01-01 00:00:00.000000041,15.21961365,74.1152813,0.4687684355403659,1,0.5477515485207992,1,0.9971800766283525,1,0.9890437656860932,1,0.9975212492429516,1,0.999602128425318,1,0.7940367891572224,1,0.4975168200709728,0,0.9132438156270941,1,0.744465754322529,1,0.19437664091768156,0,0.40297584378577617,0,0.7535343925124959,1,0.6845817057457655,1,Watch,Alert,Alert,Alert,Alert,Safe,Alert
Srikakulam,1970-01-01 00:00:00.000000045,18.32002205,83.9160772,0.4179104503041975,1,0.5097787285664798,1,0.9708531396104767,1,0.7828956237950322,1,0.9968286321700619,1,0.9957453414791362,1,0.843845215378034,1,0.48836253475891594,0,0.8430518719711642,1,0.5930036601136683,1,0.33748760124889543,0,0.5281014639020465,1,0.9110599829797248,1,0.7546199846332051,1,Watch,Alert,Alert,Alert,Alert,Watch,Alert
Subarnapur,1970-01-01 00:00:00.000000041,19.08143,84.5144503,0.3991427474946028,1,0.5547674205333771,1,0.834029015720261,1,0.5024404973099652,1,0.942865947731508,1,0.998536405226743,1,0.9578461896793686,1,0.7872730642546635,1,0.8676304071898574,1,0.5870513747866195,1,0.8451752297382401,1,0.40333761797689904,0,0.7216342542468276,1,0.4948472051648609,0,Watch,Alert,Alert,Alert,Alert,Alert,Alert
Sundargarh,1970-01-01 00:00:00.000000037,22.13327195,83.9796528,0.3811414604944786,1,0.4935268836234621,0,0.8385453728269249,1,0.44485261178853625,0,0.9243701687877922,1,0.349332131632797,0,0.9075191234520236,1,0.7656567486949312,1,0.7984697195579206,1,0.5403313890172508,1,0.8429657281736033,1,0.5777547216652393,1,0.22346465782516234,0,0.263398143625904,0,Watch,Alert,Alert,Alert,Alert,Alert,Safe
Surat,1970-01-01 00:00:00.000000051,21.19177615,72.95441578,0.397088382316544,1,0.4309567900311701,0,1.0,1,0.99556684080294,1,0.9907778772774963,1,0.9969731870542715,1,0.7926294429347869,1,0.4905898477657321,0,0.6739374107271117,1,0.5423125176052567,1,0.8235404430066509,1,0.5105741556557307,1,0.9730706615109042,1,0.788186237381008,1,Watch,Alert,Alert,Alert,Alert,Alert,Alert
Surendranagar,1970-01-01 00:00:00.000000043,22.75,71.666667,0.3861639391929695,1,0.3519371021612088,0,0.9970666221125875,1,0.9999526825152942,1,0.9900522868333616,1,0.9966682900253714,1,0.6755412191931963,1,0.5668065915391896,1,0.7346530728353856,1,0.6831568300436054,1,0.7492677444314718,1,0.7167175738689245,1,0.856503046116903,1,0.7155120098230473,1,Watch,Alert,Alert,Alert,Alert,Alert,Alert
Surguja,1970-01-01 00:00:00.000000031,23.25,83.0,0.43704999763645686,1,0.45936000584990894,0,0.9764225252156454,1,0.8756967388120356,1,0.966509305070961,1,0.9889753434625153,1,0.859841259225258,1,0.7740499831581729,1,0.8133195841824127,1,0.7113761047494389,1,0.8350812298420452,1,0.5820557961430088,1,0.6241905952804772,1,0.24673022499334796,0,Watch,Alert,Alert,Alert,Alert,Alert,Alert
Tapi,1970-01-01 00:00:00.000000042,21.1060413,72.7008247,0.47280371400551474,1,0.5633925894766173,1,0.9941604415368552,1,0.9998933750026378,1,0.9955182578463488,1,0.9973637760287551,1,0.6180724958232824,1,0.46298667206763344,0,0.7931632135582611,1,0.493562306411506,0,0.5028290182398346,1,0.4990165386366954,0,0.9518897558470367,1,0.8413405000261567,1,Watch,Alert,Alert,Alert,Alert,Watch,Alert
Tehri,1970-01-01 00:00:00.000000036,30.40260205,78.38835789,0.38772723729904235,1,0.4715705736554148,0,0.723033532926775,1,0.11580047670498586,0,0.9591871991844774,1,0.9293731177087664,1,0.8486742585092361,1,0.7808565129342078,1,0.9142700286710526,1,0.5470834291086274,1,0.5176556337934562,1,0.7099787690221723,1,0.9300144064417473,1,0.17523288380763566,0,Watch,Alert,Alert,Alert,Alert,Watch,Alert
Thane,1970-01-01 00:00:00.000000050,19.1943294,72.9701779,0.26370294807888617,0,0.5301823515748934,1,0.9979497817959138,1,0.9961838535133011,1,0.9994593459345935,1,0.9993142819036253,1,0.7359386478651451,1,0.4989810293153883,0,0.8459171820699465,1,0.9327012751774106,1,0.5532330580452312,1,0.4735835669138851,0,0.5138439538360753,0,0.246505188920389,0,Safe,Alert,Alert,Alert,Alert,Watch,Watch
Thanjavur,1970-01-01 00:00:00.000000050,10.7860267,79.1381497,0.5258359057925125,1,0.4691851788114397,0,0.9925332627951982,1,0.9728693244351303,1,0.9968665203063201,1,0.9787284858573863,1,0.33025842249056525,0,0.2721065360856211,0,0.8488545246361644,1,0.7742029108029536,1,0.22739439795074332,0,0.28533496272070974,0,0.9411004524287523,1,0.7478491407692552,1,Watch,Alert,Alert,Watch,Alert,Safe,Alert
Theni,1970-01-01 00:00:00.000000046,9.9696643,77.47420049,0.5689476096045755,1,0.5364161718424894,1,0.9823064751693306,1,0.9591304201010975,1,0.9984223704715379,1,0.9918879963079648,1,0.2373714930880329,0,0.26694981134213847,0,0.8971098229203193,1,0.78722163703888,1,0.20459220085803062,0,0.2547453999775568,0,0.9748694794100059,1,0.8092342649496416,1,Watch,Alert,Alert,Safe,Alert,Safe,Alert
Thiruvallur,1970-01-01 00:00:00.000000047,13.13014755,79.92435386,0.3348635159442532,1,0.47376995420335,0,0.9973481021537577,1,0.9927271702122915,1,0.9992243457300276,1,0.9971555175459882,1,0.5316250073609984,0,0.34688759249501117,0,0.874148732361036,1,0.6918345913461057,1,0.2863750399687894,0,0.38556684883416503,0,0.958966316267472,1,0.8592278729623464,1,Watch,Alert,Alert,Watch,Alert,Safe,Alert
Thiruvananthapuram,1970-01-01 00:00:00.000000041,8.4882267,76.947551,0.38840337097255784,1,0.5370508925586543,1,0.9988048067554401,1,0.9999975905538351,1,0.920381427497458,1,0.6519485881133892,1,0.6052709408141044,1,0.2782901285181096,0,0.8119807786944102,1,0.8580211753854307,1,0.6956176310163601,1,0.4705748845396312,0,0.8017309770213266,1,0.9928483469116415,1,Watch,Alert,Alert,Alert,Alert,Alert,Alert
Thiruvannamalai,1970-01-01 00:00:00.000000041,9.539867,77.6197904,0.519080271755729,1,0.5295254361814637,1,0.9937551042310114,1,0.9869233299232056,1,0.9935497436566527,1,0.9730424940200353,1,0.12392136328506163,0,0.3021084344268579,0,0.9305635892266594,1,0.769582696262741,1,0.15831531932814905,0,0.2446472049052963,0,0.9568222494460832,1,0.7702989242714664,1,Watch,Alert,Alert,Safe,Alert,Safe,Alert
Thiruvarur,1970-01-01 00:00:00.000000037,10.73618605,79.63318659,0.4232512459747723,1,0.4641023930469609,0,0.995589911136064,1,0.9990765307749571,1,0.9969805951775451,1,0.995700389525672,1,0.7099764317167192,1,0.3481880848625784,0,0.8990946578215515,1,0.6662064006426472,1,0.4581978377517274,0,0.3644539107337384,0,0.9640690276241759,1,0.8949064016689598,1,Watch,Alert,Alert,Alert,Alert,Watch,Alert
Thoothukudi,1970-01-01 00:00:00.000000040,8.8052602,78.1452745,0.5622404659554586,1,0.5673052554920995,1,1.0,1,0.9987664465031428,1,0.9967330757390501,1,0.9989486081533377,1,0.14009671507622634,0,0.18423253889746008,0,0.87282920495843,1,0.6595278984728576,1,0.14242893191949513,0,0.237031835569982,0,0.9814070567120935,1,0.928713333663187,1,Watch,Alert,Alert,Safe,Alert,Safe,Alert
Thrissur,1970-01-01 00:00:00.000000047,10.5256264,76.2132542,0.4074859948403856,1,0.4893693201685513,0,0.9602388557246196,1,0.9655756690379425,1,0.9987157092474248,1,0.996906074183106,1,0.9089907680219202,1,0.5455651127587672,1,0.8790797581128732,1,0.8001831062087951,1,0.2296841351079989,0,0.2880829835089864,0,0.8758067676400234,1,0.7361148337121859,1,Watch,Alert,Alert,Alert,Alert,Safe,Alert
Tikamgarh,1970-01-01 00:00:00.000000043,24.85577805,79.04706347,0.3145490566361074,1,0.4934203855558165,0,0.9835465789480967,1,0.9865081348837824,1,0.971522537818066,1,0.9792257954215136,1,0.6767647549722531,1,0.6484927518068294,1,0.7902032465589028,1,0.622910854932016,1,0.762889427052828,1,0.5909888516737086,1,0.8040829550265916,1,0.43128635785256086,0,Watch,Alert,Alert,Alert,Alert,Alert,Alert
Tinsukia,1970-01-01 00:00:00.000000045,27.52016575,95.53063473,0.36474845872695816,1,0.2903015413091875,0,0.47885312940262803,1,0.018642398655464743,0,0.9682035526507521,1,0.9354671854597087,1,0.7980947558835211,1,0.8695455843044887,1,0.3202344660228574,1,0.48822523418356345,0,0.5790332919079427,1,0.679356137591695,1,0.8724377064715497,1,0.4593898527631006,0,Watch,Watch,Alert,Alert,Watch,Watch,Alert
