district,week,Latitude,Longitude,Acute Diarrhoeal Disease_proba_rf,Acute Diarrhoeal Disease_pred_rf,Acute Diarrhoeal Disease_proba_lr,Acute Diarrhoeal Disease_pred_lr,Acute Encephalitis Syndrome_proba_rf,Acute Encephalitis Syndrome_pred_rf,Acute Encephalitis Syndrome_proba_lr,Acute Encephalitis Syndrome_pred_lr,Acute Gastroenteritis_proba_rf,Acute Gastroenteritis_pred_rf,Acute Gastroenteritis_proba_lr,Acute Gastroenteritis_pred_lr,Chikungunya_proba_rf,Chikungunya_pred_rf,Chikungunya_proba_lr,Chikungunya_pred_lr,Cholera_proba_rf,Cholera_pred_rf,Cholera_proba_lr,Cholera_pred_lr,Dengue_proba_rf,Dengue_pred_rf,Dengue_proba_lr,Dengue_pred_lr,Malaria_proba_rf,Malaria_pred_rf,Malaria_proba_lr,Malaria_pred_lr,Acute Diarrhoeal Disease_alert,Acute Encephalitis Syndrome_alert,Acute Gastroenteritis_alert,Chikungunya_alert,Cholera_alert,Dengue_alert,Malaria_alert
Tiruchirapalli,1970-01-01 00:00:00.000000040,10.8219673,78.6830614,0.41162826193636176,1,0.48186673064925983,0,0.9970070788060778,1,0.9981644378361351,1,0.9968022481186956,1,0.9759329544202492,1,0.2539699506119297,0,0.2293919286177614,0,0.9051668603726543,1,0.7644087658832912,1,0.21697438096109076,0,0.3001587806614884,0,0.9467275735393686,1,0.7803490122539983,1,Watch,Alert,Alert,Safe,Alert,Safe,Alert
Tiruchirappalli,1970-01-01 00:00:00.000000029,10.7992254,78.6811423,0.5611118725786065,1,0.5871043059359663,1,1.0,1,0.9999260078002359,1,1.0,1,0.9993852982873767,1,0.1260290103221893,0,0.17472299739457575,0,0.561951859537156,1,0.620610729491262,1,0.4285500187064839,0,0.28411655406290987,0,0.9790117847637223,1,0.865929695873806,1,Watch,Alert,Alert,Safe,Watch,Watch,Alert
Tirunelveli,1970-01-01 00:00:00.000000050,8.7284271,77.7112925,0.4495591964577275,1,0.5397494439944828,1,0.9985827620734807,1,0.9907386461322404,1,0.9986146986469866,1,0.9924082116936478,1,0.544712142672758,0,0.2856739789965058,0,0.8313958340571393,1,0.8027221420668538,1,0.2003875463641924,0,0.30075267319914756,0,0.9007663611514145,1,0.8171866397437719,1,Watch,Alert,Alert,Watch,Alert,Safe,Alert
Tiruvallur,1970-01-01 00:00:00.000000049,13.1394221,79.9070839,0.31993319011455323,1,0.4242081177368609,0,0.9830617577842268,1,0.9855321122540592,1,0.9930916530296634,1,0.9662795251807439,1,0.8269701405598334,1,0.41989823856984493,0,0.9060778600248715,1,0.782811994712603,1,0.3777116847736702,0,0.47616891389903854,0,0.9078754943513013,1,0.8410395059493988,1,Watch,Alert,Alert,Alert,Alert,Watch,Alert
Tiruvannamalai,1970-01-01 00:00:00.000000051,12.22721295,79.07015555,0.5005009813273237,1,0.5535983884062938,1,0.9907600655917741,1,0.9171767478409626,1,1.0,1,0.9964848888314206,1,0.46260159831139785,0,0.31964093479214345,0,0.6797710590299353,1,0.6721904619679955,1,0.3014435245803645,0,0.2935199381409952,0,0.9836859148412994,1,0.9220814151987924,1,Watch,Alert,Alert,Watch,Alert,Watch,Alert
Tiruvarur,1970-01-01 00:00:00.000000052,10.7760127,79.6199369,0.37006671739600105,1,0.4653760814409411,0,0.998711334189331,1,0.9996728581066547,1,0.9967601382364436,1,0.9990212344354812,1,0.6736826940514877,1,0.2774350833069798,0,0.8599681343136046,1,0.7685588929875753,1,0.699189683968353,1,0.39463670743967894,0,0.7143103619908808,1,0.8761050906495303,1,Watch,Alert,Alert,Alert,Alert,Alert,Alert
Tonk,1970-01-01 00:00:00.000000034,26.12214725,75.66375374,0.4026965599975075,1,0.47409670128496456,0,0.9844960805955542,1,0.99653447806794,1,0.9725874081082994,1,0.9613974898710981,1,0.7452779118393457,1,0.5698088320064539,1,0.5169869617514278,1,0.5809487652235774,1,0.4605110581739384,0,0.7723051564413987,1,0.7934149061351076,1,0.39241432167885754,0,Watch,Alert,Alert,Alert,Watch,Watch,Alert
Trichy,1970-01-01 00:00:00.000000050,10.7992254,78.6811423,0.3428669108742053,1,0.5469347823526914,1,1.0,1,0.999892436279362,1,0.9983781950098307,1,0.9961417237604777,1,0.25932890229200345,0,0.22923886294820617,0,0.9270468712105484,1,0.7403068190704444,1,0.26252139090854504,0,0.34836566065508623,0,0.9623870235069473,1,0.8505331515728167,1,Watch,Alert,Alert,Safe,Alert,Safe,Alert
Trivandrum,1970-01-01 00:00:00.000000049,8.4882267,76.947551,0.5242087034555922,1,0.5822522521502341,1,0.9903658888393462,1,0.9937059062550411,1,1.0,1,0.9956121682761602,1,0.19992353208892188,0,0.4032293717779723,0,0.8516836647741296,1,0.6998283717401006,1,0.2866816839583548,0,0.1912663733187471,0,0.9591777615258524,1,0.9000573947557491,1,Watch,Alert,Alert,Safe,Alert,Safe,Alert
Tumkur,1970-01-01 00:00:00.000000049,13.3400771,77.1006208,0.26215805952990434,0,0.5216967189131545,1,0.99121120453684,1,0.9994952000943259,1,0.9919929044110688,1,0.9999041481975331,1,0.4059243796130959,0,0.26454239711233857,0,0.8228557088734076,1,0.6794819151485776,1,0.45101371323415623,0,0.40074788484278395,0,0.9295368559248095,1,0.9610870465768073,1,Safe,Alert,Alert,Watch,Alert,Watch,Alert
Udaipur,1970-01-01 00:00:00.000000038,24.578721,73.6862571,0.46453802882026934,1,0.4881432056216615,0,0.8497520117727748,1,0.7974059964003206,1,0.9257676005133514,1,0.9846149454609613,1,0.8980395327270988,1,0.7927352584927685,1,0.29015660658804715,1,0.37511470632401206,0,0.8033173467173498,1,0.5770664267458985,1,0.67667213064999,1,0.7072639574085675,1,Watch,Alert,Alert,Alert,Safe,Alert,Alert
Udalguri,1970-01-01 00:00:00.000000050,26.77253155,92.10641749,0.2476166309189037,0,0.3783079801592101,0,0.30219991952562936,1,0.008517520421537453,0,0.9284001517130863,1,0.9852464958964524,1,0.8275835103417046,1,0.6806727667029017,1,0.8576583830212011,1,0.5732133296399365,1,0.8805088875521285,1,0.6265169618005615,1,0.28434359797276665,0,0.32178795826597445,0,Safe,Watch,Alert,Alert,Alert,Alert,Safe
Udupi,1970-01-01 00:00:00.000000037,13.3419169,74.7473232,0.5473060037235863,1,0.5953202178262751,1,0.9895561714076644,1,0.9440403881524592,1,0.9935865105748852,1,0.9998540640655855,1,0.9264952150601707,1,0.6103821232554518,1,0.5417209177776937,1,0.7418721133606705,1,0.1690102085523119,0,0.306181226339549,0,0.7356038074165795,1,0.6684470288928844,1,Watch,Alert,Alert,Alert,Watch,Safe,Alert
Ujjain,1970-01-01 00:00:00.000000023,23.1885131,75.7716562,0.35514955801762915,1,0.5201443189386095,1,0.9971037701397013,1,0.9999981158783543,1,0.9176254550486465,1,0.980730628607326,1,0.7038460454884206,1,0.27012292733966814,0,0.8100294742972147,1,0.7025910595290392,1,0.7198132683630882,1,0.6629957779371038,1,0.7899204991734257,1,0.4618036569724384,0,Watch,Alert,Alert,Alert,Alert,Alert,Alert
Umaria,1970-01-01 00:00:00.000000035,23.64319305,80.94239522,0.38816727163750075,1,0.5506625120132539,1,0.9943821563964974,1,0.8478327957727194,1,0.993313645537325,1,0.9724560298403382,1,0.9418207469544035,1,0.6429594713321811,1,0.8230642333712875,1,0.4907173057984943,0,0.7777953802255827,1,0.5652724311411977,1,0.19467348943004373,0,0.4255732384163687,0,Watch,Alert,Alert,Alert,Alert,Alert,Safe
Unnao,1970-01-01 00:00:00.000000034,26.57550365,80.61376178,0.32787890854723223,1,0.3788876147661544,0,0.982454011256267,1,0.9991039629249142,1,0.9804894899960765,1,0.8830163023110803,1,0.9230343711595139,1,0.8695835122910527,1,0.8034437081423246,1,0.5142614238270407,1,0.730956845708874,1,0.7475053798016539,1,0.7852351344751051,1,0.3574322879292271,0,Watch,Alert,Alert,Alert,Alert,Alert,Alert
Upper Siang,1970-01-01 00:00:00.000000036,28.73120455,95.03773151,0.4674881019107445,1,0.4488937750447646,0,0.8719214323924566,1,0.04071650557368834,0,0.9281762412404682,1,0.9977373063786613,1,0.7778414005796189,1,0.7666343121301837,1,0.8869477872317748,1,0.8685120864909927,1,0.37739816066323956,0,0.7327731739489807,1,0.6960334647578718,1,0.036696021832119494,0,Watch,Alert,Alert,Alert,Alert,Watch,Alert
Uttara Kannada,1970-01-01 00:00:00.000000038,14.72447415,74.64223734,0.37171734027901243,1,0.5168363758968397,1,0.9890871942357516,1,0.9019732133333417,1,0.9979968549278387,1,0.9992472543804576,1,0.7854552863108941,1,0.5117527011669518,1,0.31083735341319524,1,0.660633624686951,1,0.6023666107480563,1,0.4047527871965989,0,0.9741710200717619,1,0.8751775141641295,1,Watch,Alert,Alert,Alert,Watch,Alert,Alert
Uttarkashi,1970-01-01 00:00:00.000000031,30.7291049,78.4403495,0.36508193462947375,1,0.4317641798483516,0,0.41410440791871195,1,0.0709398409825308,0,0.9683969762985951,1,0.9864391605227518,1,0.842398909805791,1,0.6961162651029879,1,0.7296492145951072,1,0.572394433579455,1,0.8433003182265837,1,0.7397367902545704,1,0.8970483610746726,1,0.20762329275106842,0,Watch,Watch,Alert,Alert,Alert,Alert,Alert
Vadodara,1970-01-01 00:00:00.000000042,22.2973142,73.1942567,0.3902021432288144,1,0.5444879491797454,1,0.9951042486059125,1,0.9834740119956799,1,0.9967173852083746,1,0.9979548063919993,1,0.26821331193840364,0,0.6647106046808453,1,0.487706177223023,1,0.4355086565045281,0,0.5845816283505219,1,0.41159654889768904,0,0.9665101103185013,1,0.6736863856633192,1,Watch,Alert,Alert,Safe,Watch,Watch,Alert
Vaishali,1970-01-01 00:00:00.000000041,25.95322565,85.1445776,0.43985506469199653,1,0.5146936372713864,1,0.8983415383834003,1,0.7362270080825078,1,0.9448346477861187,1,0.9083233542517853,1,0.9604380584713762,1,0.8199054793650548,1,0.8131886874793118,1,0.4909043878705887,0,0.8279732982535575,1,0.6112772396489154,1,0.7702417195850512,1,0.4149503703999721,0,Watch,Alert,Alert,Alert,Alert,Alert,Alert
Valsad,1970-01-01 00:00:00.000000039,20.43219565,73.1409893,0.3424087764027436,1,0.4661249325569099,0,0.9779265264817597,1,0.9681073769871891,1,0.9910961323199822,1,0.9997597844584843,1,0.8593868911999141,1,0.7943661635609892,1,0.8612520060529596,1,0.7059476335745053,1,0.8201430320050853,1,0.4601685675985172,0,0.7925804100075294,1,0.6357930219151978,1,Watch,Alert,Alert,Alert,Alert,Alert,Alert
Vellore,1970-01-01 00:00:00.000000048,12.7948109,79.0006411,0.36105871422137636,1,0.4789694469374011,0,0.982697852706908,1,0.9630687961246911,1,0.9762712677956572,1,0.9857157592807555,1,0.8201915734968181,1,0.40824592862898956,0,0.826120309896006,1,0.7754021842818325,1,0.3728283138527407,0,0.3653248864069452,0,0.9137521861262639,1,0.7405745492502698,1,Watch,Alert,Alert,Alert,Alert,Watch,Alert
Vidisha,1970-01-01 00:00:00.000000035,23.5225788,77.8148001,0.3807957384627921,1,0.4555418508417344,0,0.9971037701397013,1,0.9828795228171062,1,0.9828460953078504,1,0.9982657179165467,1,0.9445260170825909,1,0.7756030737817484,1,0.8172811479410783,1,0.51526997408997,1,0.8390184175094831,1,0.6174332417662471,1,0.7392426134820509,1,0.6009884037077498,1,Watch,Alert,Alert,Alert,Alert,Alert,Alert
Vijayapur,1970-01-01 00:00:00.000000023,16.8054103,75.7179353,0.35134236520625756,1,0.5086539122160296,1,0.9943906757458052,1,0.9992024012118341,1,0.9888646770176418,1,0.9814294392683813,1,0.19972465840315046,0,0.22639145895422538,0,0.844060363651463,1,0.5389314289686004,1,0.5013758039151485,1,0.4302660576511326,0,0.6767399275066301,1,0.6262164146181997,1,Watch,Alert,Alert,Safe,Alert,Watch,Alert
Villupuram,1970-01-01 00:00:00.000000051,11.9415377,79.4861469,0.32717834271038554,1,0.5077647355622921,1,0.9904860791995311,1,0.9778783989998923,1,1.0,1,0.9982713585364745,1,0.8350007513540227,1,0.44734656503442555,0,0.7940164985546407,1,0.6767037667552833,1,0.5911360601651358,1,0.3203907130909895,0,0.9378596706982635,1,0.8568155442541368,1,Watch,Alert,Alert,Alert,Alert,Watch,Alert
Virudhunagar,1970-01-01 00:00:00.000000049,9.5208936,77.8784564,0.3596156747824759,1,0.5168175838493112,1,0.9954447809861402,1,0.9935766473788451,1,1.0,1,0.9925474162576263,1,0.3881856021061692,0,0.3838126444340495,0,0.8917784803706106,1,0.8715918317001059,1,0.23597485904659066,0,0.26020975079325936,0,0.9145399768141381,1,0.696909714982266,1,Watch,Alert,Alert,Watch,Alert,Safe,Alert
Visakhapatnam,1970-01-01 00:00:00.000000049,17.7222517,83.32670984,0.3333940669495953,1,0.4956033535965006,0,0.9970636907384287,1,0.873082573969003,1,0.987507922219634,1,0.9968044069245581,1,0.8070704326804272,1,0.4317585072760626,0,0.7583528228346438,1,0.5853555143327102,1,0.8060702878338943,1,0.4579808399002321,0,0.9614039128110087,1,0.8575822491710768,1,Watch,Alert,Alert,Alert,Alert,Alert,Alert
Vizianagaram,1970-01-01 00:00:00.000000049,18.1120819,83.40521962,0.29340703105254234,1,0.47736031516401234,0,0.9374986130564327,1,0.7810653791696798,1,0.9427556917815315,1,0.9767119889807251,1,0.8387540443646755,1,0.5908582381610618,1,0.7601241105685808,1,0.6185164332001888,1,0.837075500986843,1,0.3966569201409001,0,0.9615874628076686,1,0.8175734783945828,1,Safe,Alert,Alert,Alert,Alert,Alert,Alert
Warangal,1970-01-01 00:00:00.000000038,17.9820644,79.5970954,0.3908128825590615,1,0.4457954147413249,0,0.9846254128053412,1,0.9743120631132082,1,0.9875235608581983,1,0.9867971077680427,1,0.9245088041995679,1,0.7064232202219,1,0.834492696982453,1,0.649644039638233,1,0.8445704626955216,1,0.49387900978719734,0,0.7305806110171624,1,0.6443635528232058,1,Watch,Alert,Alert,Alert,Alert,Alert,Alert
Wardha,1970-01-01 00:00:00.000000045,20.82562315,78.6131455,0.5181535966598454,1,0.5424463972272191,1,0.9941758249832939,1,0.9180310688541219,1,0.9991238817580708,1,0.9991290383039942,1,0.7070367824834489,1,0.6320385521103898,1,0.8383654366344563,1,0.5034705263396718,1,0.19677706363709238,0,0.42976396854955856,0,0.7879386599721981,1,0.5597608054570065,1,Watch,Alert,Alert,Alert,Alert,Safe,Alert
Washim,1970-01-01 00:00:00.000000038,20.28741775,77.2369655,0.47420314235660926,1,0.4615965638138899,0,0.9986253268584236,1,0.999529760391985,1,0.9318349674522282,1,0.18899698743544585,0,0.21022127654325282,0,0.5236880697225903,1,0.8459525628101036,1,0.6536164083127266,1,0.2888541919384769,0,0.6349918515019262,1,0.9732288884032098,1,0.806748671890609,1,Watch,Alert,Alert,Safe,Alert,Safe,Alert
Wayanad,1970-01-01 00:00:00.000000047,11.715219,76.12690295,0.33239221614807113,1,0.4705297076959382,0,0.8384939367627023,1,0.9051226190966641,1,0.9492959293290124,1,0.9754952160221965,1,0.6947975834820335,1,0.4039548476866786,0,0.6952266707939888,1,0.7086381139554386,1,0.7438988762771918,1,0.30052912191744297,0,0.977690156349619,1,0.8623073246582046,1,Watch,Alert,Alert,Alert,Alert,Alert,Alert
West Champaran,1970-01-01 00:00:00.000000036,26.6919717,84.5796928,0.4194779842115852,1,0.4734702885465526,0,0.8580159321205444,1,0.28904399446520984,0,0.9700050704779951,1,0.9537726673875344,1,0.9485722940664028,1,0.8591801119811182,1,0.8332820199284635,1,0.3774703264150964,0,0.8127516082128149,1,0.6405442918136548,1,0.7974113812480852,1,0.3853289104489645,0,Watch,Alert,Alert,Alert,Alert,Alert,Alert
West Godavari,1970-01-01 00:00:00.000000050,16.63713765,81.58909666,0.34824952356333255,1,0.5118228367695328,1,0.9825175601439037,1,0.9678264430105713,1,0.9985358383959599,1,0.9996488922460364,1,0.7982539775335187,1,0.5611185030454404,1,0.8518188785831402,1,0.5359612151410467,1,0.28138656878829627,0,0.38373977426089284,0,0.9399989574050704,1,0.8289898502749892,1,Watch,Alert,Alert,Alert,Alert,Safe,Alert
West Khasi Hills,1970-01-01 00:00:00.000000027,25.58173695,91.28910306,0.2882723560544813,0,0.3599513634300155,0,0.8590942346088071,1,0.9744624411174637,1,0.9870900036564476,1,0.9916316101330411,1,0.8806729816855698,1,0.8524222107410273,1,0.6898384638735237,1,0.431232604749094,0,0.8056735380247011,1,0.6883178634817975,1,0.9014890178367426,1,0.6906803018561702,1,Safe,Alert,Alert,Alert,Alert,Alert,Alert
West Medinipur,1970-01-01 00:00:00.000000042,22.2788943,87.92227864,0.31980650122267457,1,0.32403107513271273,0,0.9846560335639228,1,0.9876590103820435,1,0.9843317691236942,1,0.9902395551054451,1,0.953909870510228,1,0.8821496304805866,1,0.6881461082849339,1,0.5681335455095816,1,0.6981646526463936,1,0.6771724897542332,1,0.8546523427199882,1,0.6656350387626053,1,Watch,Alert,Alert,Alert,Alert,Alert,Alert
West Siang,1970-01-01 00:00:00.000000048,28.4,94.55,0.7480911777262594,1,0.5057234772487885,1,0.9408496019328825,1,0.002039330323807395,0,0.8377482621834011,1,0.9982398856916308,1,0.6144556835798298,1,0.5178228187196097,1,0.8248179153704214,1,0.6495943879791463,1,0.3730466870697864,0,0.7268380090349539,1,0.8705727941972111,1,0.32019605985876803,0,Alert,Alert,Alert,Alert,Alert,Watch,Alert
West Singhbhum,1970-01-01 00:00:00.000000050,22.7859232,86.1716093,0.21095179082682117,0,0.5390530675518944,1,0.906177476857726,1,0.9955879548944656,1,0.8906370120994472,1,0.9999851681909626,1,0.8663906029119193,1,0.41302228862490836,0,0.9255177327790318,1,0.9998254380449747,1,0.8794299072835131,1,0.8456323177280451,1,0.28867359108422735,0,0.0005772009513040357,0,Safe,Alert,Alert,Alert,Alert,Alert,Safe
Yadgir,1970-01-01 00:00:00.000000029,16.7670964,77.1403984,0.29009792772099546,1,0.49187744941951883,0,0.9955566330262403,1,0.9995719669663365,1,0.9454845771768448,1,0.971579312069815,1,0.7350244501703583,1,0.28091903632530846,0,0.8217033419221446,1,0.6671915770414342,1,0.7929281152723693,1,0.5703903677730543,1,0.8116353346073882,1,0.6902065369685652,1,Safe,Alert,Alert,Alert,Alert,Alert,Alert
Yadgiri,1970-01-01 00:00:00.000000042,16.7469536,77.1327594,0.4075007350979436,1,0.49802529460031714,0,0.9974591355414786,1,0.9947473909896235,1,0.9960883031345705,1,0.6674266978452316,1,0.21940473714067538,0,0.29568239870225926,0,0.8748794325727569,1,0.760708289497954,1,0.667607924025288,1,0.5246819267881252,1,0.8919783210359994,1,0.6124883833091801,1,Watch,Alert,Alert,Safe,Alert,Alert,Alert
Yamuna Nagar,1970-01-01 00:00:00.000000035,30.1389108,77.301064,0.39585851286173573,1,0.5953538537261316,1,0.7705061580007707,1,0.7962814787874521,1,0.9800720661810519,1,0.8479944830961339,1,0.895904298249659,1,0.9120161547056823,1,0.32086867356365845,1,0.48064306872979345,0,0.8047262949858179,1,0.6082562055592176,1,0.8217931717691989,1,0.3217374324142576,0,Watch,Alert,Alert,Alert,Watch,Alert,Alert
Yavatmal,1970-01-01 00:00:00.000000037,20.32570375,78.11691397,0.4481902422421417,1,0.516014818618117,1,0.9930293876789063,1,0.9589594846336907,1,0.9959328317239533,1,0.9941139152638283,1,0.8536697922851865,1,0.5197714949869761,1,0.7973200145304055,1,0.5063269961864412,1,0.7419822446802791,1,0.5680535568188073,1,0.7105842273292373,1,0.654825901265811,1,Watch,Alert,Alert,Alert,Alert,Alert,Alert
